"Age","Athlete","Gold","Date","Date (String)","Country"
"25","Matteo Tagliariol","true","2008-08-24","2008-08-24","Italy"
"34","Valentina Vezzali","true","2008-08-24","2008-08-24","Italy"
"18","Becca Ward","false","2008-08-24","2008-08-24","United States"
"23","Mariel Zagunis","true","2008-08-24","2008-08-24","United States"
"20","Andrea Cassarà","true","2004-08-29","2004-08-29","Italy"
"32","Laura Flessel-Colovic","false","2004-08-29","2004-08-29","France"
"25","Aldo Montano","true","2004-08-29","2004-08-29","Italy"
"23","Maureen Nisima","false","2004-08-29","2004-08-29","France"
"28","Salvatore Sanzo","true","2004-08-29","2004-08-29","Italy"
"26","Mathieu Gourdain","false","2000-10-01","2000-10-01","France"
"30","Gianna Hablützel-Bürki","false","2000-10-01","2000-10-01","Switzerland"
"23","Rita König","false","2000-10-01","2000-10-01","Germany"
"21","Wiradech Kothny","false","2000-10-01","2000-10-01","Germany"
"27","Hugues Obry","false","2000-10-01","2000-10-01","France"
"30","Giovanna Trillini","true","2000-10-01","2000-10-01","Italy"
"26","Valentina Vezzali","true","2000-10-01","2000-10-01","Italy"
"25","Sandra Auffarth","true","2012-08-12","2012-08-12","Germany"
"27","Laura Bechtolsheimer","true","2012-08-12","2012-08-12","Great Britain"
"33","Adelinde Cornelissen","false","2012-08-12","2012-08-12","Netherlands"
"27","Charlotte Dujardin","true","2012-08-12","2012-08-12","Great Britain"
"29","Michael Jung","true","2012-08-12","2012-08-12","Germany"
"34","Gerco Schröder","false","2012-08-12","2012-08-12","Netherlands"
"37","Tina Cook","false","2008-08-24","2008-08-24","Great Britain"
"46","Heike Kemmer","true","2008-08-24","2008-08-24","Germany"
"40","Eric Lamaze","true","2008-08-24","2008-08-24","Canada"
"44","Beezie Madden","true","2008-08-24","2008-08-24","United States"
"45","Hinrich Romeike","true","2008-08-24","2008-08-24","Germany"
"40","Anky van Grunsven","true","2008-08-24","2008-08-24","Netherlands"
"39","Isabell Werth","true","2008-08-24","2008-08-24","Germany"
"38","Beatriz Ferrer-Salat","false","2004-08-29","2004-08-29","Spain"
"35","Pippa Funnell","false","2004-08-29","2004-08-29","Great Britain"
"37","Chris Kappler","true","2004-08-29","2004-08-29","United States"
"29","Marco Kutscher","false","2004-08-29","2004-08-29","Germany"
"39","Leslie Law","true","2004-08-29","2004-08-29","Great Britain"
"46","Ulla Salzgeber","true","2004-08-29","2004-08-29","Germany"
"30","Kim Severson","false","2004-08-29","2004-08-29","United States"
"41","Andrew Hoy","true","2000-10-01","2000-10-01","Australia"
"38","David O'Connor","true","2000-10-01","2000-10-01","United States"
"42","Ulla Salzgeber","true","2000-10-01","2000-10-01","Germany"
"32","Anky van Grunsven","true","2000-10-01","2000-10-01","Netherlands"
"31","Isabell Werth","true","2000-10-01","2000-10-01","Germany"
"23","David Boudia","true","2012-08-12","2012-08-12","United States"
"19","Chen Ruolin","true","2012-08-12","2012-08-12","China"
"21","He Zi","true","2012-08-12","2012-08-12","China"
"26","Qin Kai","true","2012-08-12","2012-08-12","China"
"26","Wu Minxia","true","2012-08-12","2012-08-12","China"
"21","Ilya Zakharov","true","2012-08-12","2012-08-12","Russia"
"15","Chen Ruolin","true","2008-08-24","2008-08-24","China"
"25","Gleb Galperin","false","2008-08-24","2008-08-24","Russia"
"26","Guo Jingjing","true","2008-08-24","2008-08-24","China"
"30","Yuliya Pakhalina","false","2008-08-24","2008-08-24","Russia"
"22","Qin Kai","true","2008-08-24","2008-08-24","China"
"16","Wang Xin","true","2008-08-24","2008-08-24","China"
"22","Wu Minxia","true","2008-08-24","2008-08-24","China"
"22","Guo Jingjing","true","2004-08-29","2004-08-29","China"
"23","Mathew Helm","false","2004-08-29","2004-08-29","Australia"
"16","Lao Lishi","true","2004-08-29","2004-08-29","China"
"27","Chantelle Michell-Newbery","true","2004-08-29","2004-08-29","Australia"
"25","Robert Newbery","false","2004-08-29","2004-08-29","Australia"
"26","Yuliya Pakhalina","false","2004-08-29","2004-08-29","Russia"
"24","Tian Liang","true","2004-08-29","2004-08-29","China"
"18","Wu Minxia","true","2004-08-29","2004-08-29","China"
"22","Fu Mingxia","true","2000-10-01","2000-10-01","China"
"18","Guo Jingjing","false","2000-10-01","2000-10-01","China"
"17","Hu Jia","false","2000-10-01","2000-10-01","China"
"16","Li Na","true","2000-10-01","2000-10-01","China"
"25","Anne Montminy","false","2000-10-01","2000-10-01","Canada"
"21","Tian Liang","true","2000-10-01","2000-10-01","China"
"26","Xiong Ni","true","2000-10-01","2000-10-01","China"
"27","Grégory Baugé","false","2012-08-12","2012-08-12","France"
"27","Ed Clancy","true","2012-08-12","2012-08-12","Great Britain"
"28","Sarah Hammer","false","2012-08-12","2012-08-12","United States"
"36","Chris Hoy","true","2012-08-12","2012-08-12","Great Britain"
"24","Jason Kenny","true","2012-08-12","2012-08-12","Great Britain"
"25","Maximilian Levy","false","2012-08-12","2012-08-12","Germany"
"28","Anna Meares","true","2012-08-12","2012-08-12","Australia"
"31","Vicki Pendleton","true","2012-08-12","2012-08-12","Great Britain"
"20","Laura Trott","true","2012-08-12","2012-08-12","Great Britain"
"32","Olga Zabelinskaya","false","2012-08-12","2012-08-12","Russia"
"28","Mickaël Bourgain","false","2008-08-24","2008-08-24","France"
"27","Fabian Cancellara","true","2008-08-24","2008-08-24","Switzerland"
"20","Jason Kenny","true","2008-08-24","2008-08-24","Great Britain"
"39","Joan Llaneras","true","2008-08-24","2008-08-24","Spain"
"27","Hayden Roulston","false","2008-08-24","2008-08-24","New Zealand"
"28","Bradley Wiggins","true","2008-08-24","2008-08-24","Great Britain"
"22","Ryan Bayley","true","2004-08-29","2004-08-29","Australia"
"25","Graeme Brown","true","2004-08-29","2004-08-29","Australia"
"29","Sergi Escobar","false","2004-08-29","2004-08-29","Spain"
"31","Rob Hayles","false","2004-08-29","2004-08-29","Great Britain"
"28","Brad McGee","true","2004-08-29","2004-08-29","Australia"
"20","Anna Meares","true","2004-08-29","2004-08-29","Australia"
"26","Stefan Nimke","true","2004-08-29","2004-08-29","Germany"
"35","Olga Slyusareva","true","2004-08-29","2004-08-29","Russia"
"26","Arnaud Tournant","false","2004-08-29","2004-08-29","France"
"26","René Wolff","true","2004-08-29","2004-08-29","Germany"
"34","Leontien Zijlaard-van Moorsel","true","2004-08-29","2004-08-29","Netherlands"
"29","Félicia Ballanger","true","2000-10-01","2000-10-01","France"
"24","Robert Bartko","true","2000-10-01","2000-10-01","Germany"
"30","Jens Fiedler","false","2000-10-01","2000-10-01","Germany"
"32","Jens Lehmann","true","2000-10-01","2000-10-01","Germany"
"34","Gary Neiwand","false","2000-10-01","2000-10-01","Australia"
"30","Jason Queally","true","2000-10-01","2000-10-01","Great Britain"
"26","Jan Ullrich","true","2000-10-01","2000-10-01","Germany"
"32","Lukáš Bauer","false","2010-02-28","2010-02-28","Czech Republic"
"23","Anna Haag","false","2010-02-28","2010-02-28","Sweden"
"24","Marcus Hellner","true","2010-02-28","2010-02-28","Sweden"
"22","Charlotte Kalla","true","2010-02-28","2010-02-28","Sweden"
"32","Claudia Künzel-Nystad","true","2010-02-28","2010-02-28","Germany"
"31","Aino-Kaisa Saarinen","false","2010-02-28","2010-02-28","Finland"
"29","Evi Sachenbacher-Stehle","true","2010-02-28","2010-02-28","Germany"
"30","Axel Teichmann","false","2010-02-28","2010-02-28","Germany"
"28","Tobias Angerer","false","2006-02-26","2006-02-26","Germany"
"29","Yuliya Chepalova","true","2006-02-26","2006-02-26","Russia"
"23","Yevgeny Dementyev","true","2006-02-26","2006-02-26","Russia"
"33","Giorgio Di Centa","true","2006-02-26","2006-02-26","Italy"
"30","Thobias Fredriksson","true","2006-02-26","2006-02-26","Sweden"
"28","Claudia Künzel-Nystad","false","2006-02-26","2006-02-26","Germany"
"27","Björn Lind","true","2006-02-26","2006-02-26","Sweden"
"29","Yevgeniya Medvedeva","true","2006-02-26","2006-02-26","Russia"
"32","Katerina Neumannová","true","2006-02-26","2006-02-26","Czech Republic"
"31","Pietro Piller Cottrer","true","2006-02-26","2006-02-26","Italy"
"28","Kristina Šmigun-Vähi","true","2006-02-26","2006-02-26","Estonia"
"30","Thomas Alsgaard","true","2002-02-24","2002-02-24","Norway"
"25","Viola Bauer","true","2002-02-24","2002-02-24","Germany"
"34","Anita Moen-Guidon","false","2002-02-24","2002-02-24","Norway"
"28","Katerina Neumannová","false","2002-02-24","2002-02-24","Czech Republic"
"21","Evi Sachenbacher-Stehle","true","2002-02-24","2002-02-24","Germany"
"34","Kristen Skjeldal","true","2002-02-24","2002-02-24","Norway"
"31","Andrus Veerpalu","true","2002-02-24","2002-02-24","Estonia"
"29","Cristian Zorzi","false","2002-02-24","2002-02-24","Italy"
"24","Tina Dietze","true","2012-08-12","2012-08-12","Germany"
"30","Natasa Douchev-Janics","false","2012-08-12","2012-08-12","Hungary"
"36","Katalin Kovács","true","2012-08-12","2012-08-12","Hungary"
"25","Danuta Kozák","true","2012-08-12","2012-08-12","Hungary"
"29","Inna Osypenko-Radomska","false","2012-08-12","2012-08-12","Ukraine"
"23","Franziska Weber","true","2012-08-12","2012-08-12","Germany"
"31","Tim Brabants","true","2008-08-24","2008-08-24","Great Britain"
"25","David Cal","false","2008-08-24","2008-08-24","Spain"
"26","Natasa Douchev-Janics","true","2008-08-24","2008-08-24","Hungary"
"32","Christian Gille","false","2008-08-24","2008-08-24","Germany"
"32","Katalin Kovács","true","2008-08-24","2008-08-24","Hungary"
"28","Vadim Makhnyov","true","2008-08-24","2008-08-24","Belarus"
"27","Roman Petrushenko","true","2008-08-24","2008-08-24","Belarus"
"30","Katrin Wagner-Augustin","true","2008-08-24","2008-08-24","Germany"
"25","Ken Wallace","true","2008-08-24","2008-08-24","Australia"
"25","Tomasz Wylenzek","false","2008-08-24","2008-08-24","Germany"
"28","Nathan Baggaley","false","2004-08-29","2004-08-29","Australia"
"21","David Cal","true","2004-08-29","2004-08-29","Spain"
"32","Andreas Dittmer","true","2004-08-29","2004-08-29","Germany"
"22","Natasa Douchev-Janics","true","2004-08-29","2004-08-29","Hungary"
"42","Birgit Fischer-Schmidt","true","2004-08-29","2004-08-29","Germany"
"30","Aleksandr Kostoglod","false","2004-08-29","2004-08-29","Russia"
"28","Katalin Kovács","true","2004-08-29","2004-08-29","Hungary"
"29","Aleksandr Kovalyov","false","2004-08-29","2004-08-29","Russia"
"28","Eirik Verås Larsen","true","2004-08-29","2004-08-29","Norway"
"19","Carolin Leonhardt","true","2004-08-29","2004-08-29","Germany"
"22","Adam Van Koeverden","true","2004-08-29","2004-08-29","Canada"
"28","Andreas Dittmer","true","2000-10-01","2000-10-01","Germany"
"38","Birgit Fischer-Schmidt","true","2000-10-01","2000-10-01","Germany"
"32","Knut Holmann","true","2000-10-01","2000-10-01","Norway"
"22","Zoltán Kammerer","true","2000-10-01","2000-10-01","Hungary"
"24","Katalin Kovács","false","2000-10-01","2000-10-01","Hungary"
"23","Petar Merkov","false","2000-10-01","2000-10-01","Bulgaria"
"26","Florin Popescu","true","2000-10-01","2000-10-01","Romania"
"22","Mitica Pricop","true","2000-10-01","2000-10-01","Romania"
"25","Botond Storcz","true","2000-10-01","2000-10-01","Hungary"
"21","Szilvia Szabó","false","2000-10-01","2000-10-01","Hungary"
"22","Katrin Wagner-Augustin","true","2000-10-01","2000-10-01","Germany"
"31","Kevin Kuske","true","2010-02-28","2010-02-28","Germany"
"36","André Lange","true","2010-02-28","2010-02-28","Germany"
"32","Martin Annen","false","2006-02-26","2006-02-26","Switzerland"
"28","Beat Hefti","false","2006-02-26","2006-02-26","Switzerland"
"27","Kevin Kuske","true","2006-02-26","2006-02-26","Germany"
"32","André Lange","true","2006-02-26","2006-02-26","Germany"
"36","Ole Einar Bjørndalen","true","2010-02-28","2010-02-28","Norway"
"21","Marie Laure Brunet","false","2010-02-28","2010-02-28","France"
"23","Marie Dorin","false","2010-02-28","2010-02-28","France"
"30","Simone Hauswald","false","2010-02-28","2010-02-28","Germany"
"24","Vincent Jay","true","2010-02-28","2010-02-28","France"
"25","Anastasia Kuzmina","true","2010-02-28","2010-02-28","Slovakia"
"34","Christoph Sumann","false","2010-02-28","2010-02-28","Austria"
"24","Yevgeny Ustyugov","true","2010-02-28","2010-02-28","Russia"
"31","Olga Zaytseva","true","2010-02-28","2010-02-28","Russia"
"31","Florence Baverel-Robert","true","2006-02-26","2006-02-26","France"
"28","Vincent Defrasne","true","2006-02-26","2006-02-26","France"
"36","Halvard Hanevold","false","2006-02-26","2006-02-26","Norway"
"33","Svetlana Ishmuratova","true","2006-02-26","2006-02-26","Russia"
"32","Anna-Carin Olofsson-Zidek","true","2006-02-26","2006-02-26","Sweden"
"31","Uschi Disl","true","2002-02-24","2002-02-24","Germany"
"30","Sven Fischer","false","2002-02-24","2002-02-24","Germany"
"31","Ricco Groß","false","2002-02-24","2002-02-24","Germany"
"24","Andrea Henkel","true","2002-02-24","2002-02-24","Germany"
"34","Frank Luck","false","2002-02-24","2002-02-24","Germany"
"27","Raphaël Poirée","false","2002-02-24","2002-02-24","France"
"26","Olga Pylyova-Medvedtseva","true","2002-02-24","2002-02-24","Russia"
"27","Liv Grete Skjelbreid-Poirée","false","2002-02-24","2002-02-24","Norway"
"34","Magdalena Wallin-Forsberg","false","2002-02-24","2002-02-24","Sweden"
"25","Zhao Yunlei","true","2012-08-12","2012-08-12","China"
"27","Lee Hyo-Jeong","true","2008-08-24","2008-08-24","South Korea"
"22","Yu Yang","true","2008-08-24","2008-08-24","China"
"25","Gao Ling","true","2004-08-29","2004-08-29","China"
"21","Gao Ling","true","2000-10-01","2000-10-01","China"
"31","Nataliya Antyukh","true","2012-08-12","2012-08-12","Russia"
"30","Veronica Campbell-Brown","false","2012-08-12","2012-08-12","Jamaica"
"28","Vivian Cheruiyot","false","2012-08-12","2012-08-12","Kenya"
"21","Will Claye","false","2012-08-12","2012-08-12","United States"
"27","Tirunesh Dibaba","true","2012-08-12","2012-08-12","Ethiopia"
"29","Mo Farah","true","2012-08-12","2012-08-12","Great Britain"
"30","Justin Gatlin","false","2012-08-12","2012-08-12","United States"
"23","Lalonde Gordon","false","2012-08-12","2012-08-12","Trinidad and Tobago"
"27","Sanya Richards-Ross","true","2012-08-12","2012-08-12","United States"
"29","DeeDee Trotter","true","2012-08-12","2012-08-12","United States"
"25","Elvan Abeylegesse","false","2008-08-24","2008-08-24","Turkey"
"26","Kenenisa Bekele","true","2008-08-24","2008-08-24","Ethiopia"
"22","Kerron Clement","true","2008-08-24","2008-08-24","United States"
"23","Tirunesh Dibaba","true","2008-08-24","2008-08-24","Ethiopia"
"22","Walter Dix","false","2008-08-24","2008-08-24","United States"
"22","Allyson Felix","true","2008-08-24","2008-08-24","United States"
"25","Yuliya Gushchina","true","2008-08-24","2008-08-24","Russia"
"32","Tatyana Lebedeva","false","2008-08-24","2008-08-24","Russia"
"22","LaShawn Merritt","true","2008-08-24","2008-08-24","United States"
"24","David Neville","true","2008-08-24","2008-08-24","United States"
"23","Sanya Richards-Ross","true","2008-08-24","2008-08-24","United States"
"24","Kerron Stewart","false","2008-08-24","2008-08-24","Jamaica"
"23","Jared Tallent","false","2008-08-24","2008-08-24","Australia"
"29","Angelo Taylor","true","2008-08-24","2008-08-24","United States"
"23","Richard Thompson","false","2008-08-24","2008-08-24","Trinidad and Tobago"
"24","Jeremy Wariner","true","2008-08-24","2008-08-24","United States"
"22","Shericka Williams","false","2008-08-24","2008-08-24","Jamaica"
"23","Nataliya Antyukh","false","2004-08-29","2004-08-29","Russia"
"22","Kenenisa Bekele","true","2004-08-29","2004-08-29","Ethiopia"
"26","Derrick Brew","true","2004-08-29","2004-08-29","United States"
"26","Shawn Crawford","true","2004-08-29","2004-08-29","United States"
"29","Hicham El Guerrouj","true","2004-08-29","2004-08-29","Morocco"
"30","Maurice Greene","false","2004-08-29","2004-08-29","United States"
"22","Otis Harris","true","2004-08-29","2004-08-29","United States"
"34","Kelly Holmes","true","2004-08-29","2004-08-29","Great Britain"
"28","Tatyana Lebedeva","true","2004-08-29","2004-08-29","Russia"
"20","Jeremy Wariner","true","2004-08-29","2004-08-29","United States"
"26","Ato Boldon","false","2000-10-01","2000-10-01","Trinidad and Tobago"
"34","Pauline Davis-Thompson","true","2000-10-01","2000-10-01","Bahamas"
"27","Lorraine Graham","false","2000-10-01","2000-10-01","Jamaica"
"26","Maurice Greene","true","2000-10-01","2000-10-01","United States"
"26","Greg Haughton","false","2000-10-01","2000-10-01","Jamaica"
"31","Deon Hemmings","false","2000-10-01","2000-10-01","Jamaica"
"32","Robert Korzeniowski","true","2000-10-01","2000-10-01","Poland"
"25","Tayna Lawrence","false","2000-10-01","2000-10-01","Jamaica"
"30","Beverly McDonald","false","2000-10-01","2000-10-01","Jamaica"
